conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,opened_at,full_text_formal,full_text_formal_stop,full_text_formal_stop_stanza,full_text_formal_stop_stem,sentiment_result,sentiment,sentiment_score
1850397076204716458,Sun Oct 27 09:50:12 +0000 2024,2,maklum sisi negatif kurikulum merdeka,1850475074433974287,,haloiyas,in,,0,0,0,https://x.com/yanuar_windarto/status/1850475074433974287,1536908050124402689,yanuar_windarto,2024-12-06 16:30:44.672336,maklum sisi negatif kurikulum merdeka,maklum sisi negatif kurikulum merdeka,maklum sisi negatif,maklum sisi negatif kurikulum merdeka,"{'label': 'negative', 'score': 0.9953001737594604}",negative,0.9953001737594604
1849832221412327549,Sun Oct 27 09:11:31 +0000 2024,0,enggak yakin sih. kurikulum merdeka terus tbtb ada un benar-benar seimbang. gue juga bisa bayangkan sudah pusing memikirkan un utbk lagi tau ya pendapatku saja,1850465340469436657,,sbmptnfess,in,,0,0,0,https://x.com/d34thj44/status/1850465340469436657,1434117968938426370,d34thj44,2024-12-06 16:30:44.672336,enggak yakin sih. kurikulum merdeka terus tbtb ada un benar-benar seimbang. sayajuga bisa bayangkan sudah pusing memikirkan un utbk lagi tahuya pendapatku saja,enggak kurikulum merdeka tbtb ada un seimbang. sayajuga bayangkan pusing memikirkan un utbk tahuya pendapatku saja,tbtb un seimbang . sayajuga bayang pusing pikir un utbk tahuya,enggak kurikulum merdeka tbtb ada un imbang sayajuga bayang pusing pikir un utbk tahuya dapat saja,"{'label': 'negative', 'score': 0.9871177077293396}",negative,0.9871177077293396
1850013716630339715,Sun Oct 27 09:10:36 +0000 2024,0,kurikulum merdeka kok bisa se bobrok ini dunia pendidikan kita ya guru joget bareng murid sudah hilang value-nya,1850465108469993862,,Tan_Mar3M,in,,0,0,0,https://x.com/IwanWah34312111/status/1850465108469993862,1531084798881435652,IwanWah34312111,2024-12-06 16:30:44.672336,kurikulum merdeka kok bisa se bobrok ini dunia pendidikan kita ya guru joget bareng murid sudah hilang value-nya,kurikulum merdeka bobrok dunia pendidikan guru joget bareng murid hilang value-nya,bobrok dunia didik guru joget bareng murid hilang value,kurikulum merdeka bobrok dunia didik guru joget bareng murid hilang value-nya,"{'label': 'negative', 'score': 0.9994251728057861}",negative,0.9994251728057861
1850003478120366287,Sun Oct 27 04:26:48 +0000 2024,0,makanya kurikulum merdeka harus di lanjutkan jadi orang tua murid enggak perlu biaya un lagi karena kepala sekolah dinas pendidikan dan usaha bimbingan belajar sekongkol korupsinya lihatlah dengan saja banyak putus padahal suruh,1850393686238179661,,Mdy_Asmara1701,in,"Kota Medan, Sumatera Utara",0,0,0,https://x.com/MuliAna55088/status/1850393686238179661,1759834886721142784,MuliAna55088,2024-12-06 16:30:44.672336,makanya kurikulum merdeka harus di lanjutkan jadi orang tua murid enggak perlu biaya un lagi karena kepala sekolah dinas pendidikan dan usaha bimbingan belajar sekongkol korupsinya lihatlah dengan saja banyak putus padahal suruh,makanya kurikulum merdeka lanjutkan orang tua murid biaya un kepala sekolah dinas pendidikan usaha bimbingan belajar sekongkol korupsinya lihatlah putus suruh,orang tua murid biaya un kepala sekolah dinas didik usaha bimbing belajar sekongkol korupsi lihat putus suruh,makanya kurikulum merdeka lanjut orang tua murid biaya un kepala sekolah dinas didik usaha bimbing ajar sekongkol korupsi lihat putus suruh,"{'label': 'negative', 'score': 0.9993845224380493}",negative,0.9993845224380493
1850377770385481894,Sun Oct 27 04:23:24 +0000 2024,0,kurikulum sditnya apa ustad? cambridge ib kurikulum merdeka atau kekhususan agama saja? kalo sdit al jabr di pondok labu dia walaupun tapi ada cambridge,1850392830243664211,,Hilmi28,in,Turkey,0,0,0,https://x.com/Dennaaja_/status/1850392830243664211,159843510,Dennaaja_,2024-12-06 16:30:44.672336,kurikulum sditnya apa ustazcambridge ib kurikulum merdeka atau kekhususan agama saja? kalo sdit al jabr di pondok labu dia walaupun tetapiada cambridge,kurikulum sditnya ustazcambridge ib kurikulum merdeka kekhususan agama sdit al jabr pondok labu tetapiada cambridge,sdit ustazcambridge ib khusus agama sdit al jabr pondok labu tetapiada cambridge,kurikulum sditnya ustazcambridge ib kurikulum merdeka khusus agama sdit al jabr pondok labu tetapiada cambridge,"{'label': 'negative', 'score': 0.9957485795021057}",negative,0.9957485795021057
1849842031860047933,Sun Oct 27 04:08:51 +0000 2024,0,kurikulum merdeka sih begitu enggak tau kalo swasta kyakny sudah lama,1850389171074126162,,RantingPinus,in,Indonesia,0,0,0,https://x.com/ndahmutty/status/1850389171074126162,239332542,ndahmutty,2024-12-06 16:30:44.672336,kurikulum merdeka sih begitu enggak tahukalo swasta kyakny sudah lama,kurikulum merdeka tahukalo swasta kyakny lama,tahukalo swasta kyakny,kurikulum merdeka tahukalo swasta kyakny lama,"{'label': 'negative', 'score': 0.9912791848182678}",negative,0.9912791848182678
1850170694182822197,Sun Oct 27 04:01:13 +0000 2024,7,ya kan dokternya ikut kurikulum merdeka ya kita cari tau sendiri lah bisa tanya dukun,1850387250569474364,,avantegold,in,wc umum,0,0,3,https://x.com/simomimikri/status/1850387250569474364,1073545937363046400,simomimikri,2024-12-06 16:30:44.672336,ya kan dokternya ikut kurikulum merdeka ya kita cari tahusendiri lah bisa tanya dukun,ya dokternya kurikulum merdeka cari tahusendiri dukun,a <sos>a dokter cari tahusendiri dukun,ya dokter kurikulum merdeka cari tahusendiri dukun,"{'label': 'neutral', 'score': 0.701947808265686}",neutral,0.701947808265686
1849904893689201094,Sun Oct 27 03:58:59 +0000 2024,0,fyi saja kurikulum merdeka kpi nya lebih gila bukan hanya kkm tapi juga tentang kenaikan kelas. kalau banyak siswa tidak naik kelas sekolah dianggap jelek &amp; akreditasi bisa turun. alhasil jadi dipaksa menaikkan seluruh siswanya entah layak maupun tidak.,1850386688423649459,,Akhlis_M,in,Yogyakarta,0,1,0,https://x.com/Akhlis_M/status/1850386688423649459,1208199846,Akhlis_M,2024-12-06 16:30:44.672336,fyi saja kurikulum merdeka kpi nya lebih gila bukan hanya kkm tetapijuga tentang kenaikan kelas. kalau banyak siswa tidak naik kelas sekolah dianggap jelek &amp; akreditasi bisa turun. alhasil jadi dipaksa menaikkan seluruh siswanya entah layak maupun tidak.,fyi kurikulum merdeka kpi gila kkm tetapijuga kenaikan kelas. siswa kelas sekolah dianggap jelek &amp; akreditasi turun. alhasil dipaksa menaikkan siswanya layak ,fyi kpi gila kkm tetapijuga kelas . siswa kelas sekolah anggap jelek &amp ; akreditasi turun . alhasil paksa siswa layak,fyi kurikulum merdeka kpi gila kkm tetapijuga naik kelas siswa kelas sekolah anggap jelek amp akreditasi turun alhasil paksa naik siswa layak,"{'label': 'negative', 'score': 0.9992637038230896}",negative,0.9992637038230896
1850382413353873889,Sun Oct 27 03:42:00 +0000 2024,2,nadiem meminta kurikulum merdeka tetap dilanjutkan tetapi abdul mu'ti ingin mengevaluasi dengan mendengarkan masukan dari berbagai pihak terlebih dahulu. baca selengkapnya di sini,1850382413353873889,https://pbs.twimg.com/ext_tw_video_thumb/1850382343837782019/pu/img/YiTm5gEeoFodP0as.jpg,,in,"ÜT: 62.478419,21.330711",0,1,0,https://x.com/kompasmuda/status/1850382413353873889,79237556,kompasmuda,2024-12-06 16:30:44.672336,nadiem meminta kurikulum merdeka tetap dilanjutkan tetapi abdul mu'ti ingin mengevaluasi dengan mendengarkan masukan dari berbagai pihak terlebih dahulu. baca selengkapnya di sini,nadiem kurikulum merdeka dilanjutkan abdul mu'ti mengevaluasi mendengarkan masukan baca selengkapnya sini,nadiem abdul mu'ti evaluasi dengar masuk baca selengkap nya,nadiem kurikulum merdeka lanjut abdul mu ti evaluasi dengar masuk baca lengkap sini,"{'label': 'neutral', 'score': 0.9969850182533264}",neutral,0.9969850182533264
1850092247473324077,Sun Oct 27 03:39:58 +0000 2024,0,. lalu masyarakat indonesia yang terkena efek poin ke- phk lalu digantikan budak modern lewat uu ciptaker intern dan magang bergaji rendah tapi kerjanya setara karyawan. kok bisa begitu? lagi-lagi bonus demografi kurikulum merdeka.,1850381900051017855,,Strategi_Bisnis,in,,0,0,0,https://x.com/1534Yandika/status/1850381900051017855,1696968041853235202,1534Yandika,2024-12-06 16:30:44.672336,. lalu masyarakat indonesia yang terkena efek poin ke- phk lalu digantikan budak modern lewat uu ciptaker intern dan magang bergaji rendah tetapikerjanya setara karyawan. kok bisa begitu? lagi-lagi bonus demografi kurikulum merdeka.,. masyarakat indonesia terkena efek poin phk digantikan budak modern uu ciptaker intern magang bergaji rendah tetapikerjanya setara karyawan. bonus demografi kurikulum merdeka.,. masyarakat indonesia kena efek poin phk ganti budak modern uu ciptaker intern magang gaji rendah tetapikerja setara karyawan . bonus demografi .,masyarakat indonesia kena efek poin phk ganti budak modern uu ciptaker intern magang gaji rendah tetapikerjanya tara karyawan bonus demografi kurikulum merdeka,"{'label': 'negative', 'score': 0.9932565689086914}",negative,0.9932565689086914
1850092247473324077,Sun Oct 27 03:32:45 +0000 2024,0,. ohya sebelum ciptaker terbit dulu kurikulum merdeka untuk menciptakan bonus demografi lulusan lewat peniadaan kenaikan kelas atau kelulusan tanpa kelayakan. perhatikan indeks jumlah calon sdm &amp; setelah merdeka.,1850380084345270502,,Strategi_Bisnis,in,,0,0,0,https://x.com/1534Yandika/status/1850380084345270502,1696968041853235202,1534Yandika,2024-12-06 16:30:44.672336,. ohya sebelum ciptaker terbit dulu kurikulum merdeka untuk menciptakan bonus demografi lulusan lewat peniadaan kenaikan kelas atau kelulusan tanpa kelayakan. perhatikan indeks jumlah calon sdm &amp; setelah merdeka.,. ohya ciptaker terbit kurikulum merdeka menciptakan bonus demografi lulusan peniadaan kenaikan kelas kelulusan kelayakan. perhatikan indeks calon sdm &amp; merdeka.,. ohya ciptaker terbit cipta bonus demografi lulus tiada kelas lulus layak . perhatikan indeks calon sdm &amp ; .,ohya ciptaker terbit kurikulum merdeka cipta bonus demografi lulus tiada naik kelas kelulus layak perhati indeks calon sdm amp merdeka,"{'label': 'neutral', 'score': 0.9948186278343201}",neutral,0.9948186278343201
1850378513314152873,Sun Oct 27 03:26:30 +0000 2024,8,di pemerintahan sekarang berharap sistem zonasi dan kurikulum merdeka dibalikin ke pendidikan sekolah terdahulu. pendidikan moral pancasila kewarganegaraan serta agama kembali dijadikan mapel utama.,1850378513314152873,,,in,,0,1,4,https://x.com/FiinaDu/status/1850378513314152873,1391273164731125760,FiinaDu,2024-12-06 16:30:44.672336,di pemerintahan sekarang berharap sistem zonasi dan kurikulum merdeka dibalikin ke pendidikan sekolah terdahulu. pendidikan moral pancasila kewarganegaraan serta agama kembali dijadikan mapel utama.,di pemerintahan berharap sistem zonasi kurikulum merdeka dibalikin pendidikan sekolah pendidikan moral pancasila kewarganegaraan agama dijadikan mapel utama.,perintah harap sistem zonasi didik sekolah didik moral pancasila warganegara agama mapel utama .,di perintah harap sistem zonasi kurikulum merdeka dibalikin didik sekolah didik moral pancasila kewarganegaraan agama jadi mapel utama,"{'label': 'neutral', 'score': 0.5348857641220093}",neutral,0.5348857641220093
1850376081691509192,Sun Oct 27 03:16:50 +0000 2024,0,apkh hidup ku ini memang harus terus terusan bergelut dengan laptop dan wps?.... aku sudah di fase mau muntah tiap buka wps atseli kenapa makin menjalani kurikulum merdeka semakin kayak orgil... hari mantengin laptop... sekarang ketambahan disuruh bikin cerpen dll...,1850376081691509192,,,in,하티정우 ,0,1,0,https://x.com/nightrayclo/status/1850376081691509192,1577557001043083264,nightrayclo,2024-12-06 16:30:44.672336,apkh hidup ku ini memang harus terus terusan bergelut dengan laptop dan wps?.... aku sudah di fase mau muntah tiap buka wps atseli kenapa makin menjalani kurikulum merdeka semakin kayak orgil... hari mantengin laptop... sekarang ketambahan disuruh bikin cerpen dll...,apkh hidup ku terusan bergelut laptop wps?.... fase muntah buka wps atseli menjalani kurikulum merdeka kayak orgil... mantengin laptop... ketambahan disuruh cerpen dll...,apkh hidup gelut laptop wps ? . . . . fase muntah buka wps atseli jalan kayak orgil . . . mantengin laptop . . . suruh cerpen dll . . .,apkh hidup ku terus gelut laptop wps fase muntah buka wps atseli jalan kurikulum merdeka kayak orgil mantengin laptop tambah suruh cerpen dll,"{'label': 'negative', 'score': 0.9987603425979614}",negative,0.9987603425979614
1850368425954254935,Sun Oct 27 03:11:43 +0000 2024,0,enggak apa-apa capek saja sama kurikulum merdeka,1850374791947289058,,lindarachmania,in,Not on earth,0,1,0,https://x.com/springtidee/status/1850374791947289058,616890604,springtidee,2024-12-06 16:30:44.672336,enggak apa-apa capaisaja sama kurikulum merdeka,enggak capaisaja kurikulum merdeka,capaisaja,enggak capaisaja kurikulum merdeka,"{'label': 'negative', 'score': 0.9992002844810486}",negative,0.9992002844810486
1850373259914785167,Sun Oct 27 03:05:38 +0000 2024,28136,normalnya orang merasa dirinya bodoh karena dia belajar. tapi di era nadiem sebagian anak-anak ini pilih merdeka dari belajar alias enggak sama sekali jadi sadar bodoh. orang indonesia itu belum siap pakai kurikulum merdeka. wataknya masih harus dipaksa.,1850373259914785167,,,in,,345,150,8921,https://x.com/jahterra/status/1850373259914785167,1294438367166263297,jahterra,2024-12-06 16:30:44.672336,normalnya orang merasa dirinya bodoh karena dia belajar. tetapidi era nadiem sebagian anak-anak ini pilih merdeka dari belajar alias enggak sama sekali jadi sadar bodoh. orang indonesia itu belum siap pakai kurikulum merdeka. wataknya masih harus dipaksa.,normalnya orang bodoh belajar. tetapidi era nadiem anak-anak pilih merdeka belajar alias sadar bodoh. orang indonesia pakai kurikulum merdeka. wataknya dipaksa.,normal orang bodoh belajar . tetapidi era nadiem anak pilih belajar alias sadar bodoh . orang indonesia pagai . watak paksa .,normal orang bodoh ajar tetapidi era nadiem anak pilih merdeka ajar alias sadar bodoh orang indonesia pakai kurikulum merdeka watak paksa,"{'label': 'negative', 'score': 0.9993253946304321}",negative,0.9993253946304321
1849904893689201094,Sun Oct 27 02:58:20 +0000 2024,0,ya beginilah. maaf mas tapi jawaban kamu itu utopis sekali. sangat terlihat bahwa enggak pernah mengajar bahkan mengajari teman pun pernah. bahkan dari caramu menjawab tentang asal nilai kelihatan sekali kalo anak kurikulum /merdeka. kamu masuk sama tahun berapa?,1850371425397510600,,BramantyaNigel,in,Yogyakarta,0,2,0,https://x.com/Akhlis_M/status/1850371425397510600,1208199846,Akhlis_M,2024-12-06 16:30:44.672336,ya beginilah. maaf emastapi jawaban kamu itu utopis sekali. sangat terlihat bahwa enggak pernah mengajar bahkan mengajari teman pun pernah. bahkan dari caramu menjawab tentang asal nilai kelihatan sekali kalo anak kurikulum /merdeka. kamu masuk sama tahun berapa?,ya emastapi utopis mengajar mengajari teman caramu nilai anak kurikulum /merdeka. masuk ,a <sos>a emastapi utopis ajar ajar teman nilai anak / . masuk,ya emastapi utopis ajar ajar teman cara nilai anak kurikulum merdeka masuk,"{'label': 'negative', 'score': 0.9988001585006714}",negative,0.9988001585006714
1850367138432942501,Sun Oct 27 02:41:18 +0000 2024,10,sebutkan nama negara di eropa jawaban nya garut . jujur ini enggak lucu sama sekali sebagai guru juga gue meresa kecewa anak sekolah seperti ini. jangan salahkan kurikulum indonesia sekarang bikin merdeka tapi belajar.,1850367138432942501,,,in,"Jakarta Barat, DKI Jakarta",0,2,0,https://x.com/Peunat_/status/1850367138432942501,1446382645022060544,Peunat_,2024-12-06 16:30:44.672336,sebutkan nama negara di eropa jawaban nya garut . jujur ini enggak lucu sama sekali sebagai guru juga sayameresa kecewa anak sekolah seperti ini. jangan salahkan kurikulum indonesia sekarang bikin merdeka tetapibelajar.,sebutkan nama negara eropa garut . jujur lucu guru sayameresa kecewa anak sekolah salahkan kurikulum indonesia merdeka tetapibelajar.,nama negara eropa garut . jujur lucu guru sayameresa kecewa anak sekolah salah indonesia tetapibelajar .,sebut nama negara eropa garut jujur lucu guru sayameresa kecewa anak sekolah salah kurikulum indonesia merdeka tetapibelajar,"{'label': 'negative', 'score': 0.9990761280059814}",negative,0.9990761280059814
1850309098056860053,Sun Oct 27 02:21:01 +0000 2024,0,konsep kurikulum merdeka tersebut sangat salah kaprah di pendidikan dasar ( dengan base on memorizing ) harus guide dari pendidik agar siswanya mendpt input memory yang benar/baik dan dipastikan melalui pr ujian tahap selanjutnya juga demikian sesuai tupoksi,1850362031872131376,,MaliminRinaldi,in,"Pancoran, Indonesia",0,0,0,https://x.com/MaliminRinaldi/status/1850362031872131376,4597496354,MaliminRinaldi,2024-12-06 16:30:44.672336,konsep kurikulum merdeka tersebut sangat salah kaprah di pendidikan dasar ( dengan base on memorizing ) harus guide dari pendidik agar siswanya mendpt input memory yang benar/baik dan dipastikan melalui pr ujian tahap selanjutnya juga demikian sesuai tupoksi,konsep kurikulum merdeka salah kaprah pendidikan dasar ( base on memorizing ) guide pendidik siswanya mendpt input memory pr ujian tahap sesuai tupoksi,konsep salah kaprah didik dasar ( base on memorizing ) guide didik siswa mendpt input memory pr uji tahap sesuai tupoksi,konsep kurikulum merdeka salah kaprah didik dasar base on memorizing guide didik siswa mendpt input memory pr uji tahap sesuai tupoksi,"{'label': 'negative', 'score': 0.9378328323364258}",negative,0.9378328323364258
1850359074984206414,Sun Oct 27 02:09:16 +0000 2024,2,bonus demografi itu kalo mayoritas umur produktif sudah terserap. kalo masih banyak pengangguran sih bukan bonus ya tapi beban demografi. apalagi beberapa tahun ke depan usia diisi generasi kurikulum merdeka.,1850359074984206414,,,in,,0,0,0,https://x.com/grwndo/status/1850359074984206414,1806469063985725440,grwndo,2024-12-06 16:30:44.672336,bonus demografi itu kalo mayoritas umur produktif sudah terserap. kalo masih banyak pengangguran sih bukan bonus ya tetapibeban demografi. apalagi beberapa tahun ke depan usia diisi generasi kurikulum merdeka.,bonus demografi mayoritas umur produktif terserap. pengangguran bonus tetapibeban demografi. usia diisi generasi kurikulum merdeka.,bonus demografi mayoritas umur produktif serap . anggur bonus tetapibeban demografi . usia isi generasi .,bonus demografi mayoritas umur produktif serap anggur bonus tetapibeban demografi usia isi generasi kurikulum merdeka,"{'label': 'negative', 'score': 0.9936370849609375}",negative,0.9936370849609375
1849724759636050183,Sun Oct 27 02:03:00 +0000 2024,0,takutnya kalo ambil referensi dari luar lagi entar kasusnya kayak kurikulum merdeka tuh : ),1850357499666579917,,detikcom,in,,0,0,0,https://x.com/sherlockiant640/status/1850357499666579917,2874724868,sherlockiant640,2024-12-06 16:30:44.672336,takutnya kalo ambil referensi dari luar lagi entar kasusnya kayak kurikulum merdeka tuh : ),takutnya ambil referensi entar kasusnya kayak kurikulum merdeka ,takut ambil referensi entar kayak,takut ambil referensi entar kasus kayak kurikulum merdeka,"{'label': 'negative', 'score': 0.9942046999931335}",negative,0.9942046999931335
1849724759636050183,Sun Oct 27 01:52:08 +0000 2024,0,coba meminta stella riset tentang kurikulum merdeka nya nadiem.. mana tau penyebab anak-anak sekarang agak bego karena itu.. bukan kurang makan..,1850354766326685775,,detikcom,in,,0,0,0,https://x.com/moelyd1/status/1850354766326685775,1097126955588046855,moelyd1,2024-12-06 16:30:44.672336,coba meminta stella riset tentang kurikulum merdeka nya nadiem.. mana tahupenyebab anak-anak sekarang agak bego karena itu.. bukan kurang makan..,coba stella riset kurikulum merdeka nadiem.. tahupenyebab anak-anak bego makan..,coba stella riset nadiem . . tahupenyebab anak bego makan . .,coba stella riset kurikulum merdeka nadiem tahupenyebab anak bego makan,"{'label': 'negative', 'score': 0.9970303773880005}",negative,0.9970303773880005
1850013716630339715,Sun Oct 27 01:02:12 +0000 2024,0,kurikulum merdeka onta makarim..,1850342198874931548,,Tan_Mar3M,in,jakarta,0,0,0,https://x.com/RizaPermadi1/status/1850342198874931548,816631519234007040,RizaPermadi1,2024-12-06 16:30:44.672336,kurikulum merdeka onta makarim..,kurikulum merdeka onta makarim..,onta makarim . .,kurikulum merdeka onta makarim,"{'label': 'neutral', 'score': 0.998263418674469}",neutral,0.998263418674469
1850190165538750633,Sat Oct 26 14:58:04 +0000 2024,1,kurikulum merdeka dan lemahnya minat belajar siswa?,1850190165538750633,,,in,Indonesia,0,0,0,https://x.com/kompasiana/status/1850190165538750633,23786106,kompasiana,2024-12-06 16:30:44.672336,kurikulum merdeka dan lemahnya minat belajar siswa?,kurikulum merdeka lemahnya minat belajar siswa?,lemah minat belajar siswa ?,kurikulum merdeka lemah minat ajar siswa,"{'label': 'negative', 'score': 0.9983745813369751}",negative,0.9983745813369751
1850178518623359081,Sat Oct 26 14:11:48 +0000 2024,0,anak kurikulum merdeka cant relate,1850178518623359081,,,in,,0,0,0,https://x.com/yaelahtir/status/1850178518623359081,360350403,yaelahtir,2024-12-06 16:30:44.672336,anak kurikulum merdeka cant relate,anak kurikulum merdeka cant relate,anak cant relate,anak kurikulum merdeka cant relate,"{'label': 'neutral', 'score': 0.9988986253738403}",neutral,0.9988986253738403
1850168942381437221,Sat Oct 26 14:08:01 +0000 2024,0,karena kalo menurut gua kurikulum merdeka ini kan tujuannya bikin siswa lebih mandiri ya? mungkin maskud dari mandiri disini adalah belajar + nya dirumah atau internet biar disekolah pas guru mengajari sudah tau dasarnya jadi enggak makan waktu yang lama,1850177567396954467,,KforKanji,in,,0,1,0,https://x.com/KforKanji/status/1850177567396954467,1181244136029999105,KforKanji,2024-12-06 16:30:44.672336,karena kalo menurut gua kurikulum merdeka ini kan tujuannya bikin siswa lebih mandiri ya? mungkin maskud dari mandiri di siniadalah belajar + nya dirumah atau internet biar disekolah pas guru mengajari sudah tahudasarnya jadi enggak makan waktu yang lama,karena kurikulum merdeka tujuannya siswa mandiri maskud mandiri siniadalah belajar + dirumah internet biar disekolah pas guru mengajari tahudasarnya makan lama,tuju siswa mandiri maskud mandiri siniadalah belajar + dirumah internet biar sekolah pas guru ajar tahudasar makan,karena kurikulum merdeka tuju siswa mandiri maskud mandiri siniadalah ajar rumah internet biar seko pas guru ajar tahudasarnya makan lama,"{'label': 'negative', 'score': 0.47578397393226624}",negative,0.47578397393226624
1850168942381437221,Sat Oct 26 14:05:22 +0000 2024,0,eh tapi enggak semua guru ya ini tapi kalo sepengalaman gua ya ada beberapa oknum yang mengatas namakan kurikulum merdeka untuk menunjang kemalasan mereka.,1850176900359966761,,KforKanji,in,,0,1,0,https://x.com/KforKanji/status/1850176900359966761,1181244136029999105,KforKanji,2024-12-06 16:30:44.672336,eh tetapienggak semua guru ya ini tetapikalo sepengalaman gua ya ada beberapa oknum yang mengatas namakan kurikulum merdeka untuk menunjang kemalasan mereka.,eh tetapienggak guru tetapikalo sepengalaman ada oknum mengatas namakan kurikulum merdeka menunjang kemalasan ,eh tetapienggak guru tetapikalo sepengalaman oknum nama tunjang malas,eh tetapienggak guru tetapikalo alam ada oknum atas nama kurikulum merdeka tunjang malas,"{'label': 'negative', 'score': 0.9966883063316345}",negative,0.9966883063316345
1850150522399105334,Sat Oct 26 14:00:10 +0000 2024,1,jadi ini yang namanya kurikulum merdeka ya? merdeka siapa sih? siswa bebal dimerdekakan kah? menuju indonesia cemas,1850175590550405226,,txtdrimedia,in,"Yogyakarta, Indonesia",0,0,0,https://x.com/septiyoooo/status/1850175590550405226,1690244973353107457,septiyoooo,2024-12-06 16:30:44.672336,jadi ini yang namanya kurikulum merdeka ya? merdeka siapa sih? siswa bebal dimerdekakan kah? menuju indonesia cemas,jadi namanya kurikulum merdeka merdeka siswa bebal dimerdekakan kah? indonesia cemas,nama siswa bebal merdekakan kah ? indonesia cemas,jadi nama kurikulum merdeka merdeka siswa bebal merdeka kah indonesia cemas,"{'label': 'negative', 'score': 0.9994028806686401}",negative,0.9994028806686401
1850168942381437221,Sat Oct 26 13:57:30 +0000 2024,0,mungkin yang pernah mencoba kurikulum selain merdeka ingat hal ini. guru masuk kelas mengasih soal/tugas dengan materi baru enggak dia ajarkan dan... ya karena jamnya sudah habis dijadikan pr . lu bayangkan cok di tbtb jadi,1850174922133573735,,KforKanji,in,,0,1,0,https://x.com/KforKanji/status/1850174922133573735,1181244136029999105,KforKanji,2024-12-06 16:30:44.672336,mungkin yang pernah mencoba kurikulum selain merdeka ingat hal ini. guru masuk kelas mengasih soal/tugas dengan materi baru enggak dia ajarkan dan... ya karena jamnya sudah habis dijadikan pr . kamubayangkan cok di tbtb jadi,mungkin mencoba kurikulum merdeka guru masuk kelas mengasih tugas materi ajarkan jamnya habis dijadikan pr . kamubayangkan tbtb jadi,coba guru masuk kelas asih tugas materi ajar jamnya habis pr . kamubayangkan tbtb,mungkin coba kurikulum merdeka guru masuk kelas asih tugas materi ajar jam habis jadi pr kamubayangkan tbtb jadi,"{'label': 'negative', 'score': 0.9452335238456726}",negative,0.9452335238456726
1850168942381437221,Sat Oct 26 13:54:23 +0000 2024,0,first of all semenjak kurikulum merdeka ini diterapin di indonesia hal yang paling berasa menurut gua adalah siswa dituntut mandiri. awal realisasinya iming-iming dan majasnya sih begitu tapi terjadi waktu itu apa?,1850174138847297901,,KforKanji,in,,0,1,0,https://x.com/KforKanji/status/1850174138847297901,1181244136029999105,KforKanji,2024-12-06 16:30:44.672336,first of all semenjak kurikulum merdeka ini diterapin di indonesia hal yang paling berasa menurut gua adalah siswa dituntut mandiri. awal realisasinya iming-iming dan majasnya sih begitu tetapiterjadi waktu itu apa?,first of all semenjak kurikulum merdeka diterapin indonesia berasa siswa dituntut mandiri. realisasinya iming-iming majasnya tetapiterjadi ,first of all semenjak terapin indonesia asa siswa tuntut mandiri . realisasi iming majas tetapiterjadi,first of all semenjak kurikulum merdeka diterapin indonesia asa siswa tuntut mandiri realisasi iming-iming majas tetapiterjadi,"{'label': 'negative', 'score': 0.9437294006347656}",negative,0.9437294006347656
1850168942381437221,Sat Oct 26 13:48:39 +0000 2024,0,oke stop dulu main salah-salahannya. disini gua bakal ngebahas point of view dari siswa yang sudah pernah merasakan ktps ke- dan sih kurikulum merdeka ini wkwkwk,1850172696052822124,,KforKanji,in,,0,1,0,https://x.com/KforKanji/status/1850172696052822124,1181244136029999105,KforKanji,2024-12-06 16:30:44.672336,oke stop dulu main salah-salahannya. di sinigua bakal ngebahas point of view dari siswa yang sudah pernah merasakan ktps ke- dan sih kurikulum merdeka ini wkwkwk,oke stop main salah-salahannya. sinigua ngebahas point of view siswa merasakan ktps kurikulum merdeka wkwkwk,oke stop main salah . sinigua ngebahas point of view siswa ktps wkwkwk,oke stop main salah sinigua ngebahas point of view siswa rasa ktps kurikulum merdeka wkwkwk,"{'label': 'negative', 'score': 0.9376551508903503}",negative,0.9376551508903503
1850168678580396262,Sat Oct 26 13:32:42 +0000 2024,0,terakhir gue mengajar sama di skul tahun dengan kurikukum k padahal tuh sudah cukup bagus tinggal lanjutkan &amp; dikembangkan eh malah ganti orang yang enggak paham sekali soal pedagogik jadi kurikulum dikasi nama merdeka,1850168678580396262,,,in,"Jakarta Capital Region, Indone",0,0,0,https://x.com/lyxlover0420/status/1850168678580396262,1314012539307479041,lyxlover0420,2024-12-06 16:30:44.672336,terakhir sayamengajar sama di skul tahun dengan kurikukum kakpadahal tuh sudah cukup bagus tinggal lanjutkan &amp; dikembangkan eh malah ganti orang yang enggak paham sekali soal pedagogik jadi kurikulum dikasi nama merdeka,terakhir sayamengajar skul kurikukum kakpadahal bagus tinggal lanjutkan &amp; dikembangkan ganti orang paham pedagogik kurikulum dikasi nama merdeka,sayamengajar skul kurikukum kakpadahal bagus tinggal &amp ; kembang ganti orang paham pedagogik dikasi nama,akhir sayamengajar skul kurikukum kakpadahal bagus tinggal lanjut amp kembang ganti orang paham pedagogik kurikulum kasi nama merdeka,"{'label': 'negative', 'score': 0.994697093963623}",negative,0.994697093963623
